time_points	1	2	3	4	5	6	7	8	9	10	11	12	13	14
DARS	4.99927625	3.8192825	3.8907025	5.2348325	4.56776875	4.1700075	5.66275125	4.1352075	3.8586975	3.99608375	5.04992	5.69000125	3.94073625	4.03615
TH1L	10.54176	12.79045375	12.04987	11.8860675	11.25617625	12.8513125	13.1978125	12.33427625	12.77243125	12.41719625	12.01833375	11.6343575	12.41485625	10.8183375
CCT5	71.130825	75.2331625	74.1686625	83.7320125	81.4814125	83.7085375	90.468825	79.545325	78.6290125	79.45235	73.5965375	87.7594125	76.9512	80.7474375
PRKAA1	7.67004375	7.24299375	7.5181275	8.8198575	7.25044125	9.1104275	7.422985	7.063275	8.47013125	7.57257125	7.03493125	9.34828875	7.13047875	7.942095
CSNK2A1	1.60827875	1.66024125	1.458845	1.7084635	1.97058	1.752285	1.7592925	1.49597	1.425017	1.571951	1.44654	1.4226075	1.64904875	1.509539875
ORC4	1.611491125	1.557003625	1.503164875	2.20781175	1.488958375	1.48302275	1.418281125	1.37180775	2.12242125	1.4858985	1.528668	1.5714375	1.94511125	1.630064
GNE	1.22682375	1.1197815	0.957442625	0.909749	0.99580425	0.8862965	0.793088625	0.770898625	0.85084825	0.849710125	0.859207875	1.0137665	0.6806965	0.6711265
GNAQ	4.50366375	3.860935	3.7732725	3.34482	3.92064	3.78150875	4.225921875	4.670335	4.88212875	5.20022625	3.6588175	5.8605375	4.26967125	3.58178375
DDX51	2.18825	2.3620675	2.40534	1.7652065	2.63331125	1.893493125	1.880349625	1.885400125	2.051165	2.33990625	1.97562	1.912363875	2.00664625	2.05879125
PUF60	16.0829	15.7579625	17.083075	14.6011375	14.5802625	17.7365	16.81995	16.0991625	16.1920375	16.1539875	16.640825	15.7510125	15.869975	16.0966375
MRPS6	7.10492625	6.20731	7.1423425	6.75411875	7.57874375	7.65188375	8.0647925	6.863325	7.18201	6.100685	7.25250875	6.07821375	7.06169	6.22743375
KIAA1430	0.80158825	0.710623375	0.729051625	0.858628125	0.9714305	0.686540125	0.737883	0.70471375	0.719604125	0.72327125	0.726938375	0.7793335	0.74938875	0.723252125
PPP1R14BP3	18.6213375	16.9714125	17.2096375	20.056975	18.3850125	19.081875	18.801575	18.6104625	19.2517375	16.6039375	19.0283625	17.9913375	20.164825	20.4897875
CLNS1A	19.3678125	15.8522625	14.8029	19.0582125	15.91165	16.14050125	19.297205	14.70589375	16.1485	16.07120875	12.7659425	16.6946325	15.0551175	13.0524825
DHX57	1.720603125	1.370235375	1.206106625	1.720553	1.693993875	1.461925625	1.7662655	1.49100875	1.704911125	1.32902575	1.5419195	1.75481325	1.216576625	1.236428125
PSMD10	2.415665	2.40134875	2.03719875	2.02176125	2.16103375	2.315795	2.31914375	2.710835	2.58863125	2.6113425	2.11867625	3.15482625	2.9740575	2.36122875
PI4K2A	0.484346875	0.46574875	0.3717835	0.562820875	0.4285955	0.380058875	0.379572	0.47114675	0.395002875	0.409383375	0.34752875	0.30960275	0.431779875	0.3924905
DNAJC5	2.15316375	2.41908125	2.52838625	2.42110125	2.92452875	2.66794125	3.07250125	2.5255975	2.17573875	2.62107125	2.60208125	2.15919375	2.27838	2.36072625
RP11-121L10.3	11.75774125	12.12198125	12.24637875	10.86389	10.9238925	11.36361	11.3252975	11.155005	11.57456	12.2105475	10.87919875	11.99838125	10.19882	10.5052225
LTA4H	5.12396875	5.0226575	4.27421625	5.67373625	5.0756125	4.534955	5.41618125	4.4115075	5.20310375	4.8146875	4.8129	5.6231025	4.31424	4.76503
RP11-64B16.2	4.1073525	4.19292625	4.6422775	3.7887925	4.711575	4.8676225	4.48422	5.5760175	3.95885375	4.93209	4.36807875	4.2321275	4.3550825	4.52092375
CHD4	50.82385	54.3003625	52.7170375	66.5083625	51.6355625	56.0846875	61.4038625	57.2516125	57.546225	56.4052125	58.780375	54.654075	56.5492875	51.0243375
MCFD2	5.88856375	6.22343125	5.76919125	6.7127575	6.26186	6.6387675	6.560175	5.90813875	6.7104575	5.629475	5.50235375	6.443845	5.2987825	5.548505
H3F3B	50.2823	56.2991125	55.0043375	53.1436375	58.1506	61.0332625	60.395075	60.7498	55.927425	59.8515875	62.124425	50.9304875	52.204875	51.9952875
SERPINB6	7.83734625	7.55617375	7.18154	8.667545	8.487625	7.60995625	8.04306375	7.87718625	7.33992375	6.9725875	7.8342925	7.8087375	7.43629875	7.5566775
USP45	1.416657	1.01612025	0.970722875	1.49342575	1.2512485	1.00907125	1.53355	0.89625575	1.327442875	1.076598125	0.825753375	1.224306125	1.0570835	0.833887125
IFIT1	0.319795	0.2040245	0.290400875	0.374021	0.278489875	0.254855113	0.251099556	0.247344	0.699671375	0.729514625	0.645767375	0.72544625	0.44862025	0.627664125
FBXL6	1.683411625	1.8413825	1.5621555	1.86255875	1.639265375	1.49532875	1.555735625	1.4466675	1.508049875	1.39245	1.378771375	1.851779625	1.515775375	1.3984665
PSMB7	25.0033375	23.93095	24.3047	21.3941625	24.084675	23.7048	25.665875	26.788925	25.1728125	26.01015	24.6503375	26.4688375	24.469725	24.323875
XBP1	1.76710625	2.22041625	1.816265	1.970075625	1.78769625	1.92339125	2.45869625	1.48184625	1.94823125	1.82413625	1.523835	2.1672275	1.810005	1.60079825
TMCO1	7.2259175	7.61890125	7.32013125	9.5948775	9.36088875	7.78153	8.0768775	7.62562625	8.78454625	7.87122125	7.39014625	7.8959875	7.32567875	8.75221125
SDCBP	4.902535	5.78048125	5.22170625	6.6133525	6.40107875	4.4690375	6.85201875	4.84592125	4.5020325	5.35018	4.915465	4.66084125	5.05784125	4.92877125
CNDP2	4.37124875	4.87588	5.352895	5.11431125	3.9937725	4.07999	6.33264875	3.98135375	4.30591875	5.14718875	4.12333	6.61492	5.06409125	5.12804875
UROS	2.43594125	2.3972825	2.8208775	2.54575	2.83513125	2.37053125	3.1388575	1.93479	2.70596625	2.71756	2.1131805	2.18092875	2.4406675	2.26335125
CNPY3	2.8456725	2.3426775	2.63109	2.67578125	2.44376	2.43123625	2.475175	2.5539325	2.33401375	2.19058625	2.2827475	2.3845225	2.4810625	2.06343125
PPME1	5.13115625	6.0809225	5.280085	6.029565	6.43083	6.13160625	6.476055	5.575995	5.9707325	6.16575	5.41386625	5.6076575	5.1474325	5.1681875
RNF182	1.945708125	2.34041625	1.563168125	2.61536125	1.73229075	1.590208	1.78557925	1.034269625	2.0032675	1.8241835	1.24347275	2.237980125	1.36913225	1.908258375
SLC39A9	1.35598575	1.3471975	1.192347625	1.674820875	1.33113425	1.25679675	1.872880625	1.438146125	1.3178945	1.3594035	1.238835875	1.829351125	1.48290775	1.35533625
NOC4L	3.12125875	2.85912875	2.9249125	2.866735	3.0823925	3.410685	3.15624125	3.43720375	2.804705	3.11253875	3.50383	3.24468	3.28771125	3.18738125
HDGF	49.867075	47.1975125	54.262325	50.0239875	52.173775	53.6467375	57.2103875	55.22775	51.3263125	50.4472125	48.9249	57.3042625	54.5729	51.6742625
PAIP2	8.33377625	8.2667625	9.27876375	8.04803125	8.1967575	8.86557125	9.55788875	9.03992375	7.99805625	8.5877575	10.0684375	9.05219	11.42765625	8.80391125
PLEKHA2	8.4719525	9.491505	8.70867	9.27715875	9.2490425	8.39368375	8.74497	10.2476875	9.78516375	10.46793625	11.07155125	8.98700875	9.70746625	8.55111125
CD9	3.95502375	4.51422375	3.8352625	5.77496625	4.61517	4.96777125	5.201145	4.94154875	3.71320625	4.62848625	4.31209875	3.85151375	3.53247375	3.59454375
NDUFA9	10.5906575	8.5868775	8.59087875	10.2499175	7.620585	7.6429225	9.06583125	8.16502	9.196955	8.657075	9.52650375	8.82649	8.8298025	8.64576625
PKD1P1	1.809926375	2.20181875	1.79175	1.70742	1.8772125	1.7291875	1.547949875	1.714153875	1.89074625	1.59615625	1.861626625	2.17254975	1.83833125	1.78054325
FAM21D	0.7231815	0.724239875	0.699721	0.797692375	0.68717575	0.5973395	0.798923	0.710147125	0.577923875	0.62305875	0.6195864	0.804748375	0.530748375	0.512289625
RP11-1407O15.2	2.7791725	2.58365	2.30274	2.31229	2.35716	2.36063125	2.27167875	2.57520875	2.66201125	3.36194875	2.665395	3.305725	2.816265	2.65902125
SUPV3L1	3.38487	3.67838875	3.07791375	4.0953525	3.33879625	3.4542275	4.00145125	2.9753625	3.704035	3.87781	2.84874375	3.224975	3.13531875	2.82882125
GSTO1	9.223065	9.5505525	7.86519	9.01333	8.5536275	8.3110675	8.0007025	7.29602875	8.902135	7.5705325	8.05631875	7.92686	6.71684625	7.2250825
SON	9.27774375	9.61969375	9.29132	11.4350075	12.42127	9.809155	9.63905875	9.072045	9.8850925	11.09801125	9.41745	10.89251875	9.0710875	12.3720925
HCG18	1.00965925	0.973279375	1.042911875	1.13038175	1.0139265	0.9960035	1.026849625	0.789310625	0.8590095	0.798253375	0.779429875	0.9761435	0.768939625	0.776832625
SRI	8.4892625	8.0001175	9.264235	8.12654	8.17988	8.3529325	7.99923	8.863605	7.27190375	7.86161875	7.51899	8.54867375	9.0651925	7.79072875
PTRF	7.175795	9.64304375	8.6489325	9.35423125	9.2873475	9.34355625	9.32229375	7.28689	6.94937875	6.7451375	7.03942	7.7806675	7.70096625	7.20272375
MSL3	2.126745125	2.380714125	1.305249875	2.33681125	1.721675	1.270376375	2.60246375	1.724029125	1.54489125	1.868819625	1.88395225	2.314645	1.98487875	1.46427975
EIF2S2P4	4.32100125	4.3684825	4.31570625	4.96639125	4.8745575	5.08623125	5.38614875	4.8127675	4.0135825	4.3267125	4.27850625	4.72578125	4.36472	4.25967
ZNF687	0.97593675	0.895501875	0.9865795	0.83122975	0.9464105	0.8897295	0.996605	1.21132675	0.926350375	0.913353125	0.89696325	1.2087635	1.156301375	0.971650875
ZNF426	0.58710975	0.45672925	0.613241375	0.420315625	0.798347125	0.4506	0.4755285	0.407737125	0.76529375	0.51737225	0.520087	0.534732875	0.430283375	0.495022
NOSIP	8.76737375	7.67364375	7.70764375	7.50621875	7.4768775	8.816775	8.118845	7.60054125	7.67617875	8.97395875	7.45161	7.4722	7.70268375	6.95263125
ELF2	1.156718875	1.330665375	0.93772425	1.05918925	1.18065425	1.370756	1.587073375	0.9658625	1.321133625	1.539654375	1.15483475	1.742217625	1.087823375	1.05457125
CPSF2	5.49534875	5.57189625	5.14809625	5.08773625	4.97519625	4.85683125	5.1252825	4.8605875	5.61960375	5.55755125	5.5821575	7.00361875	5.69735125	5.57108125
ATP6V0E1	12.22407375	13.4373875	13.0951375	15.25225125	14.29090875	13.1953	13.305125	13.8152525	11.18722875	10.4588475	10.8455575	10.87161125	11.74478875	11.8490825
LARS	10.62160625	11.3988825	10.76332	10.73581875	12.7463275	9.7517025	11.179845	11.24726125	11.33149125	9.74675125	10.784375	11.72238	9.8558725	9.547325
RP11-1H8.2	2.42595625	1.696755	2.0222725	1.926176875	1.8088525	2.0431725	2.09817375	2.0428225	2.18233125	2.3138225	1.95106625	2.0955515	2.071845	2.00415125
HSPD1	193.61475	183.159125	187.8025	183.581125	220.72625	204.180125	233.600125	193.57675	215.0505	201.1235	205.307875	224.6605	197.4665	203.86825
HSBP1L1	1.916111625	1.62897725	2.060697125	2.212159375	2.1336025	2.0405675	2.2043125	1.70603375	1.83325375	1.751312625	1.740462375	1.803968875	1.789753875	2.3443475
TMEM50A	6.3208675	6.027795	5.91813	6.8748325	6.66715375	5.65738375	6.1301275	6.40701375	5.96538625	5.63145375	5.78908125	5.73427	5.411215	5.24157125
NFS1	4.4216125	4.900665	4.62358625	4.409955	4.2852875	4.65398	4.18751125	3.80878875	3.79679	4.2587025	3.98134625	3.66886125	4.38660375	3.62216625
UBE2R2	2.951495	3.18371	2.91179	3.42163125	3.0982475	2.95470125	3.1211075	3.14707875	3.14580875	3.44315375	3.20014875	3.40211625	3.0686475	3.13
RP11-392P7.1	0.7647645	0.825893	0.754067	0.763308	0.772549	0.879388625	0.813380125	0.8182465	0.764821125	0.8270075	0.841060375	1.33762575	0.794482	0.7742745
POLRMT	6.839975	6.24539	7.058065	7.70674875	6.24208875	6.24114375	6.1103575	5.39724	5.25864	5.37572875	5.6920675	5.10148625	5.19803875	4.94355625
CUL2	2.048635	1.88140375	1.88140375	2.646225	1.90932125	1.849845	2.05098	1.98271625	1.97884625	2.03256125	2.0304075	2.31804875	1.82212125	2.2894875
DBNDD2	1.159044875	1.16702375	1.0746255	1.3983665	1.15478275	1.005869	1.274043625	1.08752375	0.99161825	1.137720375	0.7659855	0.857567	1.00050775	0.91602475
SERBP1	33.76	34.2446	39.1801375	33.9053375	37.064425	41.8626875	40.8469875	34.948125	31.4619125	35.3573875	31.941825	33.909725	37.4428625	33.288375
DCTN1	10.14954375	9.26017375	9.4074825	9.5717425	10.175145	9.70100875	10.56765375	9.66864	9.214625	8.99353875	8.90701375	14.16061375	8.83854375	8.74919125
AC004069.2	10.21590875	10.857635	11.05669875	12.21508625	12.9136875	12.38957125	15.6118625	13.2936125	11.3852225	9.66634	9.26246875	13.33360125	10.4696725	10.41800625
CEP170P1	0.677281375	0.954151875	0.597443875	0.6168385	1.041426375	0.645176375	0.847545	0.759184375	0.8593895	0.789111625	0.630948625	0.986027375	0.678591875	0.628343625
PPP1R12C	3.98344	4.19302	3.73639625	3.6928275	4.09250375	4.06442	3.2386975	4.34448625	4.01230625	4.11420125	3.74921625	3.6339525	3.82568875	3.2994825
CD55	42.239475	54.8018625	43.1660625	49.2745625	46.7982625	48.85155	45.9737625	38.9958625	41.929825	42.0228375	41.5352	47.5426375	39.4140625	38.6409125
MNF1	11.65364625	10.19378	11.664655	10.01621	11.07311	11.05864125	10.11200125	10.76901375	10.20181375	9.9565025	12.5355025	9.3627425	9.771005	10.66355125
CLIC1	17.10685	17.18475	16.4026875	19.1278625	19.7364625	19.69145	19.48865	21.235725	17.9199	17.563775	19.234975	17.525775	18.6002	18.3671
VCP	18.68415	17.520175	19.7660625	18.0168875	17.99995	21.692675	19.9369	17.9086625	16.4575625	18.4951	17.69315	16.7620125	20.246075	18.893875
BTN3A1	0.93025	0.43024575	0.5134775	0.480173125	0.4194585	0.3832915	0.384665038	0.336649888	0.463885	0.5932365	0.452695288	0.716039375	0.602854125	0.558165813
NUP107	7.61269375	7.9399275	7.7774	7.488865	8.6675775	8.439645	7.5461375	8.00614125	7.34060875	8.315065	8.3101475	9.515115	7.48317375	8.5035625
SULT1A1	2.4001125	1.782815375	1.93635	1.61590125	1.59621875	1.8711725	1.69567125	1.575671875	1.43256825	1.938554375	1.708968125	1.990588125	1.5295775	1.575894625
RNF40	12.01986375	11.1462375	12.09825	11.22253625	10.6524225	12.21108375	11.984835	10.8046125	11.152975	10.45451625	11.2733775	10.994635	9.947665	10.66191625
CTTN	14.9751375	16.3825375	19.1339375	18.0295875	14.92185	16.651075	17.1446	17.5045	13.87895	15.494925	16.0232125	14.0062	19.0799375	15.658625
PIGU	1.87987	1.425862	1.38036875	1.358589875	1.237054	1.32635825	1.181598625	1.27105175	1.23565325	1.89048	1.458359875	1.963035375	1.322047375	1.297628375
RP1-40E16.8	0.60313425	0.630422625	0.821989375	1.038919125	0.86520975	0.63520725	0.751007375	0.41788275	0.428431125	0.4389795	0.37823175	0.398237875	0.418244	0.335285125
AGAP7	0.350383125	0.2968505	0.332491125	0.2800575	0.288565	0.329833875	0.27251925	0.27695525	0.33067025	0.357697375	0.276816625	0.301698625	0.31671375	0.275717125
TGFBRAP1	0.799725875	1.0765965	1.029674	0.96155625	1.01286025	0.9250965	0.8314495	0.748399625	0.728387875	0.779181625	0.7494495	0.9038415	0.7889265	0.9026375
ZSCAN29	0.84433075	1.02788175	0.8126965	0.722087125	0.96847525	0.77565	0.698034625	0.698057125	0.69049325	0.91901525	0.762315375	0.833614875	0.66077975	0.791071625
PACS2	2.5101975	3.40109125	2.4715375	2.140845	2.45278625	2.77541125	2.41576375	2.07211	2.62541	3.02107375	2.393565	2.8138825	2.93767375	2.98013125
TRMT1	12.5837425	14.10884125	13.8057325	12.2681675	13.80009875	15.1800125	12.00451125	12.19055	11.8654725	14.05874375	13.821425	13.24773875	11.859205	12.89870875
RP11-466P24.2	3.066865	3.54261875	3.23907	3.96481875	3.592055	3.448615	4.87629625	3.7828525	3.42067125	3.64491	3.82292	4.1028	3.46887125	3.17283
CHCHD7	8.01206375	7.28483	7.102505	7.16923375	7.3227225	6.91577875	7.21137375	7.12359	7.90251875	6.58539125	8.1632775	8.528185	7.12349625	7.656985
RP11-592N21.1	12.09913125	11.1355075	10.72276	11.23480875	12.5607425	11.33419	12.03254875	12.2544875	12.6062025	12.7996075	11.20862375	14.7456325	11.86388625	13.75921
IST1	6.01519125	8.3105725	6.28351375	5.53592125	6.57286875	7.66374875	5.75461375	6.9646775	6.39933375	5.74126125	7.744	7.855745	6.1869225	5.69324125
SCAMP4	3.962265	3.561345	2.7170525	3.1735475	2.59198875	3.00213875	2.658665	2.2087025	2.33195125	2.79165625	2.7168875	3.408565	2.46543875	2.417895
BASP1	69.7666	70.5710875	71.2079	65.9784	71.4232125	75.288925	81.1536375	68.3423	71.33515	67.629425	68.5769875	78.1559375	85.497075	75.0736125
NAA30	0.43889875	0.497864875	0.502133375	0.54961375	0.49838825	0.5453805	0.661310125	0.5703365	0.49300325	0.579285875	0.469430125	0.513319375	0.48724625	0.461475625
CRBN	2.1886405	2.06442875	2.08047875	2.744548625	2.30679875	2.60055125	2.93397375	2.16362625	2.34817	3.15877225	2.29432	2.45186875	2.183145	2.6005825
FTH1P8	26.8262625	24.8590125	25.6869125	25.49175	20.9587125	22.31195	23.93635	23.220425	23.0929875	21.6079875	24.3765125	26.741625	22.6603	22.87885
SUMF2	15.1764625	11.50526625	12.66275	12.50145125	11.36191625	10.51424375	11.66642125	12.83934125	12.599395	13.7079325	13.19133625	11.7394375	12.23678	12.28134
SMARCB1	5.13553625	4.7687975	5.6799175	4.7352375	5.17327875	5.64400625	4.5853375	4.89556875	4.5584075	4.93286125	4.89250875	4.618585	5.64302875	5.11100875
SBNO2	4.40779125	7.0206675	5.29289375	5.38975	5.01704625	4.80638	4.9430375	5.4940825	4.41538375	5.78802	6.40759	4.6969175	6.0468225	5.62893375
HCG11	0.51793275	0.281158375	0.267771625	0.285784625	0.243234	0.300364875	0.268145625	0.2877155	0.351617875	0.38774425	0.376322875	0.359991625	0.34546275	0.2792185
ATAD3C	0.655895625	0.67096425	0.70166175	0.570021	0.68716875	0.658385625	0.75347075	0.790281	0.67886	0.5808785	0.678047625	0.766622625	0.69674875	0.64629475
FIS1	14.0249125	12.77688875	14.4699625	12.42036375	12.026815	13.8444875	12.34512375	15.2905875	11.6592175	14.384175	14.3066875	10.9805825	13.7129625	13.2437125
DUSP7	1.22250325	1.987585	1.51200625	1.6374375	1.5949775	1.47694	1.482995	1.099687125	1.07510375	1.203078375	1.231923	1.075637375	1.4142475	1.159156125
TXNL4A	8.76275125	9.4874375	9.27509875	10.58367625	8.25618125	9.5904225	8.03910875	9.17218625	8.50376125	8.19046	9.43697875	8.4457975	9.48532125	9.5027575
DTD2	0.650090125	0.90509825	0.73111875	0.685801375	0.81355375	0.643562125	1.049618625	0.5492095	0.583375125	0.56654925	0.53404125	1.034015625	0.496380625	0.57162285
CAPNS1	34.049475	33.4129125	34.109625	32.7154125	31.499375	30.408725	33.3726625	38.9291625	32.9505875	36.9179625	35.4413625	29.16165	35.8481	33.4316625
HDAC2	13.3753325	13.4537875	14.5823	15.71914375	15.4346375	14.16395625	18.034425	13.571575	13.619775	12.914325	13.0588	15.4726125	16.8093625	15.32717125
NEGR1	37.6916125	39.2873625	36.7436625	38.1379125	38.276825	37.7096125	36.0743	36.4773375	40.41965	43.832325	43.501025	42.035	39.814125	42.8471
AC073150.4	8.006935	7.995235	7.67090125	7.37985625	8.6431625	8.12854875	9.7021125	8.05750375	8.0816575	8.80960125	8.35614625	8.35436625	8.14196125	8.019525
EMR2	2.2263525	2.5349825	2.26099	2.70342875	2.80261125	2.6054275	2.6861025	2.253411625	2.17235875	2.0819575	2.12885625	2.061483625	2.13917625	2.28112
CSDE1	23.454125	24.445875	23.765225	26.28525	27.41785	23.7799875	30.574075	25.4392625	29.6589625	26.3830375	25.1517625	31.358175	25.776375	25.4729125
SHFM1	28.1017875	30.6372875	31.0350625	29.998325	25.2704375	29.429725	30.1921	31.8132625	30.491325	27.0488625	27.8779625	28.90415	29.9241625	26.9222875
PFKFB2	1.252765875	3.1098975	1.60574625	1.75794125	1.57247375	1.366262625	2.012102	1.42400725	1.57624825	1.297571125	1.5950765	2.21582125	1.670562688	1.125304125
RPL30	114.0445	93.8039625	92.9841375	101.158875	111.1597125	90.66135	111.81125	93.77615	114.36235	108.3524875	95.4721375	119.8745	89.6446	96.2381375
DHRS4-AS1	0.91636925	1.03069975	0.61722025	0.967179125	0.829597375	0.6929255	0.91804225	0.6938475	0.8725285	0.8761875	0.725538	0.890679625	0.80203875	0.72437425
ACTR1A	5.20444625	4.2547325	4.19767125	4.49659	3.95270375	4.55579875	4.4442725	3.94446375	4.27345	4.60426375	4.25381	5.1690375	4.32469625	3.95943125
JAK1	2.853565	2.55095625	2.445465375	3.46386875	2.50575125	2.94283	3.03381875	2.75590125	2.45475625	2.8206075	2.25267375	2.312995	2.37331625	2.4014025
SH2D3A	1.64191375	1.563696625	2.175825	2.20214125	1.76755625	1.546402875	0.927760375	1.06493975	0.9968265	0.943185	0.847668375	1.06771875	1.329380625	0.9673375
ATP5F1	33.5248375	30.975175	29.934475	31.99955	32.6407875	28.58345	31.3452375	32.3731625	33.72365	31.6258875	33.129575	31.745725	33.153975	33.0099125
RP11-603J24.7	2.65047	2.31000375	2.450955	2.6492425	2.95702625	2.77385625	3.78144375	2.75409125	2.810854625	2.867618	2.2500675	2.285975	2.55064125	1.94659675
COX7B	31.2753	33.139925	36.43065	27.4507375	30.7981625	32.611625	33.222	40.97805	32.94805	30.567175	32.4396875	33.2318375	37.0443	30.201025
TNKS1BP1	3.856895	3.7746	4.09952375	2.86426375	3.3678025	3.5593675	3.41022	3.40178125	3.37099875	4.1091425	3.379005	3.30113625	4.1806125	2.88014125
MTMR12	1.51973875	1.76115375	1.19569225	1.58734025	1.4292075	1.40161825	1.249959063	1.098299875	1.342628875	1.752659	1.074464375	1.357721375	1.1947665	1.071665625
SPATA5L1	1.04229325	1.168452	0.92006925	0.937172875	0.92348375	0.909794625	0.955266625	0.863439625	1.13312725	0.962765875	1.12131775	1.22941525	1.009086625	0.964577938
CPSF3L	8.0389175	8.0777425	7.937185	8.1410375	7.9843825	9.1309	8.7518875	9.38202625	9.40903875	9.63831625	8.51317	8.37761875	9.92681625	8.48232125
RAB1A	8.86753875	9.04314375	8.12068125	8.168535	8.95390375	9.77074	8.899245	9.0200425	8.8179175	8.6102475	8.5659475	9.55598875	9.46141	9.181155
ANXA11	6.92246125	6.910155	6.7533575	6.67241	6.3677575	6.99221875	7.34588125	8.30616375	7.31232875	7.26482875	7.15290375	8.83657375	7.56258875	8.0411925
CCT6P3	0.1675218	0.188146613	0.138154625	0.120408213	0.123823238	0.159423113	0.134853138	0.215529175	0.158865875	0.162989813	0.206437325	0.188019763	0.1696022	0.153878413
EMC7	7.4855625	7.54712125	8.2613175	7.6453025	9.89608625	8.32987375	8.3136025	7.92831125	9.26603	7.5733925	8.00234875	8.44815125	7.64757125	7.7007775
FAM192A	7.63123875	6.7767375	7.2348875	7.3819175	6.85044	6.65984625	8.2035375	7.36588375	6.9232475	8.32495625	7.07692625	8.6868375	7.35991375	6.81474875
PELP1	4.72665875	5.2448475	4.9014975	5.26507375	5.3336225	6.160935	5.30484375	4.97375125	4.65039625	5.3691825	5.1297125	4.74630375	5.06196	4.74164375
NUDT22	10.18709625	8.811615	7.90390125	10.2182225	9.16574	7.47803625	8.5998725	7.8339425	8.4971775	8.20777875	8.8448425	8.461325	7.5506875	7.47461
ZBTB44	0.7714455	0.6160105	0.582758125	0.745247875	0.5709	0.4655025	0.54368575	0.50126275	0.557747875	0.571864625	0.465691625	0.541828125	0.510269125	0.546513625
PGAM4	3.1964475	2.9123775	2.837535	2.768555	2.91280625	2.96872	3.0462625	3.1983125	3.2156775	3.25414875	2.98519625	3.5613525	2.89515375	2.9495825
EEF1D	86.5256875	78.6119375	81.3545875	71.0157625	79.671075	84.4243875	82.84115	84.0983375	80.433925	80.5462875	74.6999875	78.5038625	83.173225	79.176275
ZDHHC5	3.19668625	4.48914125	4.35779625	3.37191625	3.8669675	3.9694575	3.5506	3.5667375	3.2103675	3.79370125	3.53197	3.0498675	3.693085	3.35320375
HLA-H	40.9850125	40.45215	45.24705	42.26025	35.69635	45.5774125	41.269975	48.514475	38.8377625	42.06945	39.4026625	36.54265	43.279325	39.0287
WDR55	1.40990125	1.37465525	1.37934	1.56688	1.6439075	1.80543125	1.63724	1.54685	1.37978875	1.405136125	1.39435375	1.690435	1.59171	1.50933875
PGRMC1	5.88241375	5.56895125	5.49324625	6.17845125	6.04097875	5.98122875	6.35421875	6.354755	6.50387375	6.3339025	6.01658	6.3114275	6.29865125	6.71503375
FSTL1	12.859295	11.0666125	14.2025125	13.17984375	15.277725	15.30265	19.7950875	13.85545	12.5125	13.72018625	11.78296875	12.71563375	13.414625	11.26216625
ANP32A	22.1728625	20.6934	21.7931875	22.288325	23.183925	22.8110625	26.473125	23.56155	22.7464625	21.162975	23.6705	24.4709375	25.0628875	23.413625
SLC46A1	1.251181625	1.355056125	1.072667375	1.563366625	1.23232875	1.217196625	1.13886375	0.924032375	1.00801625	1.000055125	0.992094	1.032209625	0.912852375	1.208803
LAPTM4B	12.0886425	12.720825	11.29012	12.11216	12.882075	12.53053875	12.80056	13.27914	13.0232625	12.29551875	11.2601625	13.81171625	12.078225	12.32783
ATP5E	10.5402275	10.2715175	9.22622125	10.3949025	10.67133875	9.5929725	10.8890575	9.12564625	11.183085	10.77690375	10.3282225	10.68178125	9.57113	10.27693375
MTND1P23	75.7711625	72.6832625	78.189475	101.7252	71.03435	71.0503125	79.6122625	68.8703125	68.2034375	69.3126125	77.9073625	69.676275	77.494575	83.9831375
SOWAHC	1.3963575	2.1731175	1.43405375	2.08169	1.61213875	1.5100925	1.45978	0.888936375	0.916764375	1.12183325	1.052791375	1.1762375	1.077342125	1.00713175
RP11-3P17.3	66.5167625	62.8032625	64.494	64.89415	63.8019125	58.3622875	65.405425	66.292825	63.7998375	63.9666875	62.1531125	66.9957625	65.0136	65.3876125
RTN3	18.0071625	15.4331375	17.0402375	14.838425	15.41805	17.36435	13.91619875	18.8652875	15.890125	17.290475	15.6614375	15.01735	18.805075	17.3273875
NFRKB	1.097460625	1.475781125	1.24263225	1.45888675	1.31052375	1.176431125	1.1636135	1.361941125	1.062522125	1.084287125	1.12973825	1.130357375	1.427537	1.065577125
BNIP3	1.779884	1.59717375	1.433137625	1.632065	1.78889875	1.407993625	1.7440675	1.521819375	1.458748625	1.187436625	1.41513075	1.578964375	1.14755525	1.10233575
HCN2	0.852842625	0.883988	0.758726875	0.76142825	0.805702375	0.7832055	0.82661575	0.903661125	0.83063425	0.93091725	1.119677125	0.81659625	0.937543375	0.93213275
CD99	13.76623625	10.65844625	13.38295375	10.45143125	11.4937425	11.6501625	11.7587825	10.87445125	9.99012	14.39586875	10.595815	12.33672375	12.58509625	12.984025
PRPS1	9.23941	7.6206925	7.63155625	8.27939125	9.7947375	8.69435	11.36425875	7.85130875	8.76268875	7.8217625	7.4210525	10.35990125	8.37189625	7.8096375
SRP72	7.26674625	6.93493375	6.87672125	7.4401075	8.93998625	7.25998875	8.14279	7.03645875	7.3166625	6.94555375	7.95817625	7.730715	7.16574375	7.556745
PSMD9	4.450345	5.13925125	4.77165375	4.1415	4.9677975	4.866015	5.79534875	4.5468825	4.42453125	4.4456575	3.97240125	4.7166225	4.84291	3.9042325
